Dennis has seen this tooth that Kristin was n't concealing that is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 6.172086238861084, 4.1848320960998535, 4.781164169311523, 5.743033409118652, 6.059520721435547, 5.772765159606934, 3.036461353302002, 5.183443546295166, 5.720694541931152, 1.9206002950668335, 2.9648609161376953, 2.6730799618235324e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 4.265229225158691, 12.183250427246094, 5.147103309631348, 15.672530174255371, 4.883411407470703, 5.7193756103515625, 10.369752883911133, 5.610074996948242, 4.75638484954834, 13.425483703613281, 12.404675483703613, 1.3444242477416992, -0.0]	Dennis has seen who this tooth that Kristin was n't concealing is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 5.510031700134277, 5.076760768890381, 3.9748778343200684, 5.2323503494262695, 5.656063556671143, 6.1411967277526855, 5.890625953674316, 3.408987045288086, 5.873525619506836, 1.6866668462753296, 2.846059560775757, 2.671076231308689e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 10.582710266113281, 7.658462047576904, 12.239912033081055, 8.669599533081055, 16.38384246826172, 3.6453561782836914, 7.513334274291992, 10.937431335449219, 3.2161483764648438, 12.148022651672363, 11.449583053588867, 1.2807464599609375, -0.0]
Rodney knows every woman that Gerald has n't helped that is exploring every mountain . <eos>	[5.545644760131836, 4.780682563781738, 3.5792236328125, 6.331948280334473, 4.207809925079346, 4.368633270263672, 3.9697141647338867, 4.946387767791748, 4.781113147735596, 3.7169861793518066, 5.030476093292236, 4.056642532348633, 2.997344732284546, 4.601646423339844, 3.945387840270996, 2.8516157613012183e-07]	[11.21859073638916, 11.782204627990723, 7.623775482177734, 4.857034683227539, 4.101880073547363, 12.026470184326172, 1.6519889831542969, 6.678285598754883, 6.411919593811035, 6.8203582763671875, 2.3551149368286133, 11.298088073730469, 7.562028884887695, 9.756284713745117, 1.419586181640625, -0.0]	Rodney knows what every woman that Gerald has n't helped is exploring every mountain . <eos>	[5.545644760131836, 4.780682563781738, 3.5792236328125, 4.052845001220703, 6.648981094360352, 4.031854152679443, 4.660628318786621, 4.6731133460998535, 4.66153621673584, 4.918900489807129, 3.7465453147888184, 3.1777634620666504, 2.989988088607788, 5.189400672912598, 4.003746032714844, 2.869558954898821e-07]	[11.21859073638916, 11.782204627990723, 3.002044677734375, 8.775470733642578, 4.295405387878418, 6.841485023498535, 12.537801742553711, 2.247467041015625, 8.33003044128418, 6.630499839782715, 4.902356147766113, 11.52679443359375, 7.350139617919922, 9.130491256713867, 1.5142631530761719, -0.0]
Janet will see this species that Erin finds that is n't disgusting every driver . <eos>	[5.545644760131836, 4.1536545753479, 5.000443458557129, 4.671664237976074, 6.07590913772583, 3.8664846420288086, 5.425586223602295, 5.117270469665527, 4.920870780944824, 5.350755214691162, 6.186680793762207, 5.824456691741943, 2.020078182220459, 2.2541587352752686, 3.8541178703308105, 2.7640112421067897e-07]	[11.214262008666992, 10.31790542602539, 4.822565078735352, 4.0092363357543945, 6.614540100097656, 4.677371978759766, 11.268925666809082, 5.31064510345459, 4.687143325805664, 2.4226789474487305, 4.757383346557617, 9.66280746459961, 11.199481010437012, 12.03923225402832, 1.6482934951782227, -0.0]	Janet will see who this species that Erin finds is n't disgusting every driver . <eos>	[5.545644760131836, 4.1536545753479, 5.000443458557129, 4.671664237976074, 5.317569732666016, 5.251806259155273, 3.6549501419067383, 5.3170037269592285, 4.266139030456543, 3.3489227294921875, 3.6122689247131348, 5.4111328125, 2.2707622051239014, 1.9041788578033447, 4.246557712554932, 2.771760136965895e-07]	[11.214262008666992, 10.31790542602539, 4.822565078735352, 6.611969947814941, 6.992490768432617, 7.719679832458496, 8.497467041015625, 11.950519561767578, 5.6546220779418945, 4.320295333862305, 6.353682518005371, 9.41200065612793, 10.518234252929688, 12.965861320495605, 2.0136280059814453, -0.0]
This company knows that patient that Caroline dislikes that attacked many waiters . <eos>	[5.545644760131836, 5.908446311950684, 4.345883846282959, 3.9405033588409424, 4.319724082946777, 6.282060623168945, 4.844985008239746, 3.56801700592041, 5.0856451988220215, 6.079972267150879, 4.259450912475586, 4.63482666015625, 4.775567054748535, 2.696988303796388e-07]	[7.818253993988037, 7.26033878326416, 9.735857009887695, 1.6491947174072266, 12.381987571716309, 7.494294166564941, 14.780961036682129, 9.771153450012207, 5.352336883544922, 13.460686683654785, 7.991945266723633, 3.883495330810547, 1.6443347930908203, -0.0]	This company knows who that patient that Caroline dislikes attacked many waiters . <eos>	[5.545644760131836, 5.908446311950684, 4.345883846282959, 3.9405033588409424, 5.117216110229492, 5.748006820678711, 3.055903673171997, 5.209776878356934, 3.917724132537842, 3.3346147537231445, 3.065476417541504, 3.848175048828125, 4.749030113220215, 2.72278697366346e-07]	[7.818253993988037, 7.26033878326416, 9.735857009887695, 5.684264183044434, 6.385229110717773, 11.113656044006348, 8.513078689575195, 14.650230407714844, 10.347139358520508, 13.300853729248047, 9.4056396484375, 4.28305721282959, 1.4840593338012695, -0.0]
Raymond is n't questioning a student that Heidi is n't discovering that is n't arguing about the pedestrian . <eos>	[5.545644283294678, 5.633721351623535, 5.2599687576293945, 5.4348883628845215, 3.779937982559204, 6.691681861877441, 3.376236915588379, 5.165733814239502, 4.136987686157227, 5.723455429077148, 5.50911808013916, 2.849397659301758, 3.7861227989196777, 5.207989692687988, 5.259415626525879, 2.647981882095337, 4.1215996742248535, 6.938140869140625, 3.842958927154541, 2.799718004098395e-07]	[10.182746887207031, 6.894506454467773, 7.020066261291504, 11.258792877197266, 5.547469139099121, 7.971245765686035, 4.85097599029541, 12.823434829711914, 1.555344581604004, 6.111758232116699, 11.593510627746582, 5.543233871459961, 5.389070510864258, 5.361433982849121, 12.57028865814209, 3.1775569915771484, 1.872945785522461, 13.374513626098633, 1.7497138977050781, -0.0]	Raymond is n't questioning who a student that Heidi is n't discovering is n't arguing about the pedestrian . <eos>	[5.545644283294678, 5.633721351623535, 5.2599687576293945, 5.4348883628845215, 3.779937982559204, 4.485596656799316, 6.536810874938965, 4.351680755615234, 5.255592346191406, 4.259678363800049, 5.059988021850586, 5.233638286590576, 2.7802481651306152, 5.251594066619873, 5.468623161315918, 2.405298948287964, 3.4510908126831055, 7.04991340637207, 4.311473846435547, 2.7793092272077047e-07]	[10.182746887207031, 6.894506454467773, 7.020066261291504, 11.258792877197266, 4.407011032104492, 5.1922407150268555, 6.281159400939941, 7.851340293884277, 13.420953750610352, 1.4711322784423828, 8.513981819152832, 12.281052589416504, 3.676654815673828, 5.0666913986206055, 12.241874694824219, 3.5000133514404297, 2.5794992446899414, 12.978755950927734, 1.7649297714233398, -0.0]
Many adults think about those bikes that Wayne is breaking that had n't disturbed a pedestrian . <eos>	[5.545644283294678, 5.432363510131836, 5.006584167480469, 3.0734729766845703, 4.5083112716674805, 5.990503311157227, 4.1470794677734375, 4.948960304260254, 5.3989949226379395, 5.605927467346191, 3.065598487854004, 6.065757751464844, 5.220614910125732, 3.9846999645233154, 3.3339200019836426, 5.63297176361084, 5.362521171569824, 2.8203328383824555e-07]	[9.974100112915039, 8.672611236572266, 5.5639848709106445, 3.938511848449707, 6.045734405517578, 10.30143928527832, 2.534592628479004, 12.39889907836914, 3.000664710998535, 8.368216514587402, 7.527608871459961, 7.140024185180664, 3.2171449661254883, 9.330534934997559, 5.634609222412109, 9.251548767089844, 1.5732755661010742, -0.0]	Many adults think about who those bikes that Wayne is breaking had n't disturbed a pedestrian . <eos>	[5.545644283294678, 5.432363510131836, 5.006584167480469, 3.0734729766845703, 4.5083112716674805, 5.202054023742676, 5.302329063415527, 3.370648145675659, 4.712696075439453, 5.245194435119629, 4.916954517364502, 3.8070411682128906, 5.327884674072266, 3.55949068069458, 2.643983840942383, 5.532698631286621, 5.616312026977539, 2.83992108052189e-07]	[9.974100112915039, 8.672611236572266, 5.5639848709106445, 3.938511848449707, 5.657525062561035, 8.97656536102295, 11.808662414550781, 5.8787384033203125, 12.416500091552734, 2.678065299987793, 8.47877025604248, 6.882706642150879, 5.130928993225098, 10.151082992553711, 6.129787445068359, 8.973433494567871, 1.7769241333007812, -0.0]
Jill thought about these coats that those guys did n't lift that were upsetting companies . <eos>	[5.545644283294678, 5.392631530761719, 3.703434705734253, 4.460339546203613, 6.493374347686768, 2.697572946548462, 4.829079627990723, 4.750906944274902, 4.523673057556152, 1.8863271474838257, 3.7970352172851562, 4.110899448394775, 5.105886459350586, 5.611650466918945, 2.6141061782836914, 2.889845371246338, 2.708267459183844e-07]	[11.99559211730957, 13.613655090332031, 5.1194658279418945, 5.80129337310791, 11.387675285339355, 4.004988670349121, 7.569317817687988, 6.74247932434082, 3.3355064392089844, 0.462432861328125, 11.392950057983398, 5.898698806762695, 3.6676101684570312, 9.675336837768555, 12.923198699951172, 0.7128562927246094, -0.0]	Jill thought about what these coats that those guys did n't lift were upsetting companies . <eos>	[5.545644283294678, 5.392631530761719, 3.703434705734253, 4.460339546203613, 3.9767844676971436, 6.414081573486328, 3.9817047119140625, 4.49843692779541, 5.662235736846924, 4.662994384765625, 3.0773682594299316, 3.7968215942382812, 4.062866687774658, 5.4170308113098145, 2.4145660400390625, 2.7140188217163086, 2.6871964564634254e-07]	[11.99559211730957, 13.613655090332031, 5.1194658279418945, 4.065424919128418, 6.553767204284668, 11.063288688659668, 7.164770126342773, 7.748438835144043, 7.647069931030273, 3.6869277954101562, 1.5062971115112305, 11.657318115234375, 5.392542839050293, 9.761154174804688, 12.81821060180664, 0.6714935302734375, -0.0]
Sally is investigating that woman that all teachers complained about that does clean a lot of teeth . <eos>	[5.545644283294678, 5.69976806640625, 5.641704559326172, 4.321072578430176, 6.180299758911133, 3.96101975440979, 4.791812896728516, 5.285567760467529, 4.590157508850098, 2.7707481384277344, 4.596224784851074, 5.555198669433594, 1.2839903831481934, 3.7266995906829834, 6.535976886749268, 1.3032817840576172, 5.807239055633545, 3.463230609893799, 2.882205762944068e-07]	[11.343379020690918, 4.972234725952148, 10.074265480041504, 4.7359113693237305, 6.075695991516113, 6.459644317626953, 7.311084747314453, 8.894143104553223, 9.249394416809082, 0.7714881896972656, 5.822321891784668, 7.230050563812256, 12.238490104675293, 3.697432518005371, 3.892226219177246, 0.23311996459960938, 9.426032066345215, 1.1467151641845703, -0.0]	Sally is investigating what that woman that all teachers complained about does clean a lot of teeth . <eos>	[5.545644283294678, 5.69976806640625, 5.641704559326172, 4.321072578430176, 3.883056879043579, 4.333971977233887, 4.089191436767578, 4.449434280395508, 5.4821624755859375, 4.552958965301514, 3.1076555252075195, 4.105743408203125, 2.054069995880127, 3.858208656311035, 6.343476295471191, 1.5026154518127441, 5.705275058746338, 3.106698751449585, 2.77988078778435e-07]	[11.343379020690918, 4.972234725952148, 10.074265480041504, 4.147731781005859, 7.9138078689575195, 7.347372055053711, 8.11447811126709, 7.4799604415893555, 9.130838394165039, 9.898563385009766, 1.0135917663574219, 9.147782325744629, 11.978796005249023, 5.078255653381348, 2.907576560974121, 0.3274059295654297, 9.919706344604492, 1.1501712799072266, -0.0]
Alan should notice a lot of senators that a company disgusted that were n't skated around schools . <eos>	[5.545644283294678, 5.509391784667969, 4.020412445068359, 3.5469701290130615, 7.17161226272583, 0.6850317120552063, 6.8512139320373535, 4.258869171142578, 5.006420612335205, 6.700171947479248, 5.050951957702637, 3.069864273071289, 4.5487565994262695, 5.949994087219238, 5.831611633300781, 3.594601631164551, 2.9332988262176514, 3.0116071701049805, 2.7594828111432435e-07]	[9.499725341796875, 11.60598373413086, 10.879449844360352, 3.2000675201416016, 5.559551239013672, 0.09826469421386719, 12.473701477050781, 3.858613967895508, 6.129433631896973, 7.112399101257324, 13.040338516235352, 3.96746826171875, 6.75950813293457, 4.0442399978637695, 14.608536720275879, 5.292672157287598, 12.344141960144043, 0.8512401580810547, -0.0]	Alan should notice what a lot of senators that a company disgusted were n't skated around schools . <eos>	[5.545644283294678, 5.509391784667969, 4.020412445068359, 3.5469701290130615, 3.916288375854492, 6.988569259643555, 0.7834022045135498, 4.529060363769531, 4.329965591430664, 4.681694984436035, 6.673521518707275, 4.8821611404418945, 3.837143898010254, 4.336686134338379, 5.196623802185059, 3.394840717315674, 2.622346878051758, 3.355900287628174, 2.7669116775541625e-07]	[9.499725341796875, 11.60598373413086, 10.879449844360352, 5.159064292907715, 4.237739562988281, 4.065924644470215, 0.10066604614257812, 12.058103561401367, 6.738231658935547, 6.458708763122559, 7.413043022155762, 13.957344055175781, 5.116368293762207, 6.326120376586914, 15.320229530334473, 5.126018524169922, 12.732507705688477, 1.0843830108642578, -0.0]
An association had n't forgotten the girl that Sherry sounds like that is n't thinking about every apple . <eos>	[5.545644283294678, 6.487876892089844, 2.85575008392334, 4.7192769050598145, 3.8629889488220215, 3.7767975330352783, 7.285157203674316, 2.950915575027466, 4.662710189819336, 3.8260536193847656, 4.027745246887207, 4.601554870605469, 4.587744235992432, 4.838137149810791, 5.108942031860352, 2.717341184616089, 4.59462833404541, 5.569952011108398, 4.069217205047607, 2.998600905357307e-07]	[9.221075057983398, 7.611428737640381, 6.992656707763672, 7.870083808898926, 7.693171501159668, 1.4390573501586914, 8.721452713012695, 5.093845367431641, 13.745157241821289, 13.201217651367188, 1.477910041809082, 4.004704475402832, 2.5570764541625977, 3.7912235260009766, 8.306245803833008, 0.8508358001708984, 8.045516014099121, 10.648173332214355, 1.3975982666015625, -0.0]	An association had n't forgotten what the girl that Sherry sounds like is n't thinking about every apple . <eos>	[5.545644283294678, 6.487876892089844, 2.85575008392334, 4.7192769050598145, 3.8629889488220215, 3.7767975330352783, 4.681246280670166, 7.337785720825195, 3.805511474609375, 4.586635589599609, 4.063660621643066, 3.8272528648376465, 3.4595205783843994, 5.169302463531494, 5.331171989440918, 2.3358278274536133, 3.4764904975891113, 5.003737449645996, 4.178686141967773, 2.9556369440797425e-07]	[9.221075057983398, 7.611428737640381, 6.992656707763672, 7.870083808898926, 7.693171501159668, 3.8978662490844727, 1.9303302764892578, 7.970702171325684, 7.93649959564209, 14.79575252532959, 11.465520858764648, 2.1408214569091797, 3.040424346923828, 4.008613586425781, 6.52415657043457, 0.8345260620117188, 8.718864440917969, 11.359455108642578, 1.504739761352539, -0.0]
Rhonda is n't thinking about the glass that Dana is selling that shocks the children . <eos>	[5.545644283294678, 5.623879432678223, 5.632290840148926, 5.514758110046387, 2.142198324203491, 4.512290000915527, 7.191739082336426, 4.125754356384277, 4.292340278625488, 5.277355194091797, 5.436868667602539, 2.978127956390381, 4.154439926147461, 3.7652456760406494, 7.053463935852051, 2.9989285469055176, 2.736399267178058e-07]	[13.352654457092285, 4.990655899047852, 6.455352783203125, 8.673772811889648, 0.543670654296875, 1.5086555480957031, 8.976076126098633, 4.160175323486328, 10.727998733520508, 2.412769317626953, 6.252511978149414, 6.728071212768555, 10.278327941894531, 2.5473461151123047, 5.770599365234375, 0.9267168045043945, -0.0]	Rhonda is n't thinking about who the glass that Dana is selling shocks the children . <eos>	[5.545644283294678, 5.623879432678223, 5.632290840148926, 5.514758110046387, 2.142198324203491, 4.512290000915527, 5.007296562194824, 6.710272312164307, 2.6966445446014404, 4.686406135559082, 4.708032608032227, 5.345550537109375, 3.519378423690796, 3.8436684608459473, 6.629671096801758, 3.9830703735351562, 2.7622041898212046e-07]	[13.352654457092285, 4.990655899047852, 6.455352783203125, 8.673772811889648, 0.543670654296875, 5.0511016845703125, 4.007658958435059, 8.786904335021973, 7.810523986816406, 13.357597351074219, 1.8770685195922852, 6.944637298583984, 13.560770034790039, 3.922700881958008, 5.948381423950195, 1.3732490539550781, -0.0]
Candice remembered that school that Craig sounds like that could n't appreciate most ellipses . <eos>	[5.545644760131836, 2.256450891494751, 3.9702510833740234, 3.947415828704834, 5.806500434875488, 4.956139087677002, 4.327195644378662, 5.092127323150635, 4.943083763122559, 4.778840065002441, 3.4629158973693848, 3.813297748565674, 4.392849922180176, 2.533717632293701, 5.651535511016846, 2.809148611504497e-07]	[13.475372314453125, 12.693272590637207, 2.109739303588867, 10.269317626953125, 6.71397590637207, 10.963940620422363, 12.695035934448242, 1.722970962524414, 3.9521846771240234, 5.3737897872924805, 2.8886117935180664, 9.31944751739502, 7.4339470863342285, 4.559650421142578, 2.2908935546875, -0.0]	Candice remembered what that school that Craig sounds like could n't appreciate most ellipses . <eos>	[5.545644760131836, 2.256450891494751, 3.9702510833740234, 4.093033790588379, 4.717630863189697, 4.10406494140625, 4.690959453582764, 4.765905857086182, 4.538579940795898, 3.8709213733673096, 4.368882656097412, 4.736991882324219, 2.7569046020507812, 4.05814266204834, 4.702047348022461, 2.7437818062026054e-07]	[13.475372314453125, 12.693272590637207, 6.14116096496582, 7.905113697052002, 8.383548736572266, 6.645391464233398, 10.687786102294922, 12.038217544555664, 1.8079042434692383, 6.260284423828125, 3.021425247192383, 7.043988227844238, 9.343514442443848, 3.965993881225586, 1.352931022644043, -0.0]
Charles had n't known the cashiers that some guy has praised that are n't boycotting that grocery store . <eos>	[5.545644283294678, 5.9311957359313965, 5.206971645355225, 4.850716590881348, 4.346635818481445, 7.390918731689453, 5.194368362426758, 4.909755229949951, 5.12115478515625, 4.423602104187012, 4.40545654296875, 3.0980918407440186, 5.598989963531494, 6.037320137023926, 5.883674144744873, 4.158769607543945, 5.843358993530273, 4.084868431091309, 2.555543899536133, 2.728348817981896e-07]	[7.934512615203857, 6.867824554443359, 7.408342361450195, 6.21530818939209, 1.9173860549926758, 2.797511100769043, 5.083697319030762, 7.3040595054626465, 12.23150634765625, 4.114858627319336, 10.215652465820312, 5.1554412841796875, 5.23345947265625, 3.8535375595092773, 13.921465873718262, 6.870980262756348, 12.779987335205078, 1.848154067993164, 0.6061363220214844, -0.0]	Charles had n't known what the cashiers that some guy has praised are n't boycotting that grocery store . <eos>	[5.545644283294678, 5.9311957359313965, 5.206971645355225, 4.850716590881348, 4.346635818481445, 4.086675643920898, 7.219847679138184, 4.279345512390137, 4.4106245040893555, 4.9388604164123535, 4.235478401184082, 4.0230255126953125, 3.5423195362091064, 5.767775535583496, 5.705257892608643, 4.035284519195557, 5.924727439880371, 3.9432902336120605, 2.5992579460144043, 2.7327988050274143e-07]	[7.934512615203857, 6.867824554443359, 7.408342361450195, 6.21530818939209, 3.573915481567383, 2.0613908767700195, 2.560312271118164, 7.312219619750977, 8.229666709899902, 12.978878021240234, 4.570369720458984, 11.300605773925781, 5.789456367492676, 5.429217338562012, 13.808878898620605, 6.436239242553711, 12.321944236755371, 1.5577564239501953, 0.6751441955566406, -0.0]
Tanya should forget many pedestrians that Candice will reveal that run around the glacier . <eos>	[5.545644760131836, 5.407293796539307, 4.543102264404297, 3.3873682022094727, 3.549905776977539, 3.3091588020324707, 5.422389030456543, 4.970611572265625, 4.995455741882324, 3.333160400390625, 4.530566215515137, 4.380060195922852, 3.6683709621429443, 6.161708831787109, 2.2879137992858887, 2.7657759460453235e-07]	[12.324806213378906, 8.452264785766602, 8.019672393798828, 6.257759094238281, 14.788931846618652, 4.310207366943359, 14.159232139587402, 3.5609188079833984, 5.7216081619262695, 3.5494203567504883, 9.85443115234375, 3.793701171875, 1.0677080154418945, 13.079448699951172, 0.5138816833496094, -0.0]	Tanya should forget what many pedestrians that Candice will reveal run around the glacier . <eos>	[5.545644760131836, 5.407293796539307, 4.543102264404297, 3.3873682022094727, 4.12506103515625, 4.6690168380737305, 4.576249122619629, 4.892499923706055, 4.939952373504639, 4.7399115562438965, 2.973747491836548, 3.5156052112579346, 3.0650548934936523, 6.215188980102539, 2.4765872955322266, 2.845152096142556e-07]	[12.324806213378906, 8.452264785766602, 8.019672393798828, 3.8070058822631836, 6.16465950012207, 11.803841590881348, 6.629190444946289, 15.776845932006836, 4.278566360473633, 6.736328125, 13.945779800415039, 4.175203323364258, 2.3770484924316406, 13.562555313110352, 0.6161727905273438, -0.0]
Brad had forgotten the pamphlet that Tina has n't praised that had n't hurt every patient . <eos>	[5.545644283294678, 5.4163079261779785, 4.984668254852295, 3.6016337871551514, 7.069380760192871, 3.0912578105926514, 4.888263702392578, 4.287849426269531, 4.945047378540039, 4.119783401489258, 2.4780259132385254, 5.404366970062256, 4.512608528137207, 3.322561025619507, 3.499084949493408, 5.279213905334473, 3.2304673194885254, 2.832456686974183e-07]	[11.789104461669922, 7.908803939819336, 8.073129653930664, 1.8330116271972656, 12.17572021484375, 4.84311580657959, 12.347322463989258, 3.1332263946533203, 4.790231704711914, 11.308907508850098, 5.108295440673828, 4.015377044677734, 4.515377998352051, 7.079446792602539, 7.966413497924805, 7.852853298187256, 1.321310043334961, -0.0]	Brad had forgotten who the pamphlet that Tina has n't praised had n't hurt every patient . <eos>	[5.545644283294678, 5.4163079261779785, 4.984668254852295, 3.6016337871551514, 4.878215312957764, 7.101991653442383, 3.0530924797058105, 4.706506729125977, 4.6817097663879395, 4.070976257324219, 3.702244520187378, 3.0782175064086914, 4.014200210571289, 3.40537691116333, 3.772891044616699, 5.32405948638916, 3.3135695457458496, 2.804399628075771e-07]	[11.789104461669922, 7.908803939819336, 8.073129653930664, 6.4146928787231445, 3.5373659133911133, 11.568339347839355, 9.166888236999512, 12.795706748962402, 3.15212345123291, 8.31662368774414, 11.592021942138672, 4.085046768188477, 6.859130859375, 7.462770462036133, 7.7968292236328125, 8.205215454101562, 1.298013687133789, -0.0]
Gerald questioned a lot of universities that the candles irritated that fire a lot of guys . <eos>	[5.545644283294678, 5.131858825683594, 3.7768352031707764, 6.607824325561523, 0.5921134948730469, 5.817835807800293, 3.5494236946105957, 4.911534309387207, 6.67929744720459, 3.2728540897369385, 2.623149871826172, 4.431107044219971, 4.019847869873047, 6.027601718902588, 3.018172025680542, 5.797932147979736, 4.740786075592041, 2.8051692879671464e-07]	[10.850227355957031, 13.927436828613281, 5.209735870361328, 4.0683698654174805, 0.08714485168457031, 10.869729995727539, 2.6805057525634766, 4.423271179199219, 14.538471221923828, 13.584785461425781, 5.674227714538574, 9.821427345275879, 7.056262969970703, 3.7347545623779297, 1.342477798461914, 8.993449211120605, 2.764068603515625, -0.0]	Gerald questioned who a lot of universities that the candles irritated fire a lot of guys . <eos>	[5.545644283294678, 5.131858825683594, 3.7768352031707764, 5.117751598358154, 6.8820295333862305, 0.9589396715164185, 5.100009918212891, 3.9383785724639893, 4.6964521408081055, 6.478452682495117, 3.5274617671966553, 3.0492968559265137, 3.9527201652526855, 5.982379913330078, 3.2350428104400635, 4.956806659698486, 4.442145824432373, 2.8303034582677356e-07]	[10.850227355957031, 13.927436828613281, 5.804041862487793, 5.299381256103516, 5.451423645019531, 0.1340160369873047, 10.943313598632812, 6.343039512634277, 5.487529754638672, 14.241476058959961, 14.131803512573242, 12.017309188842773, 7.243376731872559, 4.35352897644043, 2.1298036575317383, 8.468507766723633, 1.700282096862793, -0.0]
Guy should n't question these adults that Paula praises that had sounded like the actresses . <eos>	[5.545644283294678, 3.7831029891967773, 4.694849014282227, 3.7771811485290527, 3.9737348556518555, 6.524825572967529, 3.5685300827026367, 4.43901252746582, 4.4366254806518555, 3.7241358757019043, 5.298078536987305, 4.059672832489014, 3.713275671005249, 4.945257186889648, 7.004034996032715, 4.108687400817871, 2.816705091390759e-07]	[10.721339225769043, 10.885465621948242, 4.788693428039551, 9.342283248901367, 6.2499589920043945, 11.266744613647461, 5.463825225830078, 12.104606628417969, 11.986495971679688, 5.479109764099121, 6.241977691650391, 10.007689476013184, 0.905003547668457, 2.68062686920166, 10.933110237121582, 1.4636898040771484, -0.0]	Guy should n't question who these adults that Paula praises had sounded like the actresses . <eos>	[5.545644283294678, 3.7831029891967773, 4.694849014282227, 3.7771811485290527, 3.9737348556518555, 4.521751403808594, 6.582266330718994, 3.985788345336914, 4.662066459655762, 4.876351356506348, 3.443824291229248, 4.394627094268799, 3.5496585369110107, 4.636172294616699, 7.14388370513916, 4.487092971801758, 2.7870453322975663e-07]	[10.721339225769043, 10.885465621948242, 4.788693428039551, 9.342283248901367, 4.5171308517456055, 7.131990432739258, 10.10159683227539, 9.734651565551758, 12.767446517944336, 11.629693984985352, 5.860668182373047, 9.22032356262207, 1.0927696228027344, 3.358264923095703, 10.002286911010742, 1.7016754150390625, -0.0]
Amy was n't noticing most projectors that all prints looked like that have n't astounded this woman . <eos>	[5.545644283294678, 5.3377532958984375, 5.848545551300049, 5.710013389587402, 3.9107043743133545, 3.2627058029174805, 3.3369388580322266, 4.428487300872803, 5.582408905029297, 3.9609298706054688, 3.1920132637023926, 5.157125473022461, 4.704169273376465, 3.736027240753174, 2.660261631011963, 5.133761882781982, 6.160650730133057, 3.597196102142334, 2.794071747302951e-07]	[11.015296936035156, 5.072915077209473, 5.774997711181641, 10.829490661621094, 9.065731048583984, 15.217231750488281, 5.004151344299316, 6.129575729370117, 10.180646896362305, 6.770486831665039, 1.1428546905517578, 3.9678173065185547, 5.151304244995117, 4.7174577713012695, 5.763588905334473, 6.505049705505371, 6.329963684082031, 1.143157958984375, -0.0]	Amy was n't noticing who most projectors that all prints looked like have n't astounded this woman . <eos>	[5.545644283294678, 5.3377532958984375, 5.848545551300049, 5.710013389587402, 3.9107043743133545, 5.162598609924316, 5.538422584533691, 4.0323638916015625, 4.339137077331543, 5.545918941497803, 3.9152026176452637, 3.261099100112915, 3.540835380554199, 3.319973945617676, 2.7333850860595703, 4.965417861938477, 5.831260681152344, 3.409743309020996, 2.806836505442334e-07]	[11.015296936035156, 5.072915077209473, 5.774997711181641, 10.829490661621094, 5.606901168823242, 8.191707611083984, 14.366752624511719, 6.993581771850586, 6.872833251953125, 10.204935073852539, 7.4012451171875, 1.4118728637695312, 7.559852600097656, 6.051291465759277, 5.688340187072754, 6.64493465423584, 6.967270851135254, 1.0522022247314453, -0.0]
The hospital has n't forgotten this woman that Kayla admired that upset the pedestrian . <eos>	[5.545644760131836, 7.150014877319336, 4.577225685119629, 4.435786247253418, 3.508699655532837, 3.977142333984375, 5.049613952636719, 3.051384925842285, 5.068939685821533, 5.155610084533691, 2.9553327560424805, 4.749931335449219, 4.020411491394043, 7.281972885131836, 5.222039222717285, 2.7766083121605334e-07]	[5.106276512145996, 10.547094345092773, 3.335606575012207, 8.275721549987793, 6.850337982177734, 3.4210433959960938, 7.906745910644531, 5.893222808837891, 3.7824583053588867, 11.043062210083008, 5.007289886474609, 10.26460075378418, 1.722127914428711, 13.037992477416992, 1.516892433166504, -0.0]	The hospital has n't forgotten who this woman that Kayla admired upset the pedestrian . <eos>	[5.545644760131836, 7.150014877319336, 4.577225685119629, 4.435786247253418, 3.508699655532837, 3.977142333984375, 5.6195526123046875, 4.5250935554504395, 3.805593490600586, 4.722100257873535, 4.949889183044434, 3.06640625, 2.9769649505615234, 7.1529388427734375, 4.720863342285156, 2.729811967583373e-07]	[5.106276512145996, 10.547094345092773, 3.335606575012207, 8.275721549987793, 6.850337982177734, 5.833871841430664, 5.277134895324707, 7.569491386413574, 9.329965591430664, 4.53524112701416, 10.053661346435547, 12.47895622253418, 4.452225685119629, 12.32406234741211, 1.2671394348144531, -0.0]
